transaction_id,user_id,date,transaction_type,category,amount,payment_mode,location,notes,year,month,day,weekday,is_weekend,year_month,merchant,amount_log1p
T05989,U116,2022-07-08,Income,Bonus,61250.0,UPI,Kolkata,PH4d248cTqCOawah45xb,2022,7,8,Friday,False,2022-07,unknown,11.022735454804309
T05888,U024,2022-09-23,Expense,Travel,1045.0,Cash,Chennai,6a9U3LhY,2022,9,23,Friday,False,2022-09,unknown,6.952728644624869
T12816,U142,2020-12-28,Expense,Food,133.0,Card,Delhi,Paid electricity bill,2020,12,28,Monday,False,2020-12,unknown,4.897839799950911
T05768,U064,2019-03-26,Expense,Food,62.0,Cash,Pune,Salary,2019,3,26,Tuesday,False,2019-03,unknown,4.143134726391533
T00999,U124,2022-11-07,Income,Other Income,41974.0,Card,Mumbai,Grocery shopping,2022,11,7,Monday,False,2022-11,unknown,10.644829481945742
T05690,U103,2020-09-10,Expense,Rent,3952.0,Cash,Pune,Doctor visit,2020,9,10,Thursday,False,2020-09,unknown,8.282230063296685
T12953,U030,2020-08-17,Expense,Food,498.0,Bank Transfer,,JDhboxn7WEZGJxjmG0F,2020,8,17,Monday,False,2020-08,unknown,6.212606095751519
T11056,U191,2021-08-21,Expense,Rent,455.0,Cash,Lucknow,wDnwlLx2iCBA9i,2021,8,21,Saturday,True,2021-08,unknown,6.1224928095143865
T01716,U170,2020-09-30,Expense,Food,378.0,UPI,Ahmedabad,Dinner at resto,2020,9,30,Wednesday,False,2020-09,unknown,5.937536205082426
T01986,U189,2019-03-14,Expense,Food,139.0,Card,Kolkata,Monthly rent via app,2019,3,14,Thursday,False,2019-03,unknown,4.941642422609304
T02573,U005,2022-04-20,Expense,Entertainment,210.0,Bank Transfer,Delhi,Netflix subscription,2022,4,20,Wednesday,False,2022-04,unknown,5.351858133476067
T12484,U139,2019-10-18,Expense,Savings,284.0,Card,Kolkata,Dinner at resto via app,2019,10,18,Friday,False,2019-10,unknown,5.652489180268651
T13734,U014,2022-02-16,Expense,Utilities,586.0,Bank Transfer,Jaipur,,2022,2,16,Wednesday,False,2022-02,unknown,6.375024819828097
T13837,U157,2020-11-14,Expense,RRent,293.0,Bank Transfer,,Doctor visit,2020,11,14,Saturday,True,2020-11,unknown,5.683579767338681
T00098,U021,2021-04-15,Expense,Rent,907.0,Card,Lucknow,Course fee,2021,4,15,Thursday,False,2021-04,unknown,6.811244378601294
T02345,U061,2021-02-14,Expense,Entertainment,3840.0,Card,delhi,,2021,2,14,Sunday,True,2021-02,unknown,8.253488028345904
T00893,U020,2021-09-13,Expense,Food,2037.0,Bank Transfer,,,2021,9,13,Monday,False,2021-09,unknown,7.61972421378267
T06220,U088,2022-07-17,Expense,Rent,622.0,UPI,chennai,Netflix subscription,2022,7,17,Sunday,True,2022-07,unknown,6.434546518787453
T07203,U083,2021-08-23,Expense,Rent,77.0,Card,Hyderabad,Doctor visit ,2021,8,23,Monday,False,2021-08,unknown,4.356708826689592
T01272,U163,2022-02-23,Expense,Others,118.0,Bank Transfer,Kolkata,Dinner at resto,2022,2,23,Wednesday,False,2022-02,unknown,4.77912349311153
T02556,U116,2020-04-10,Expense,tilities,61.0,UPI,Chennai,Doctor visit,2020,4,10,Friday,False,2020-04,unknown,4.127134385045092
T12933,U017,2021-03-23,Income,Bonus,39637.0,Bank Transfer,lucknow,,2021,3,23,Tuesday,False,2021-03,unknown,10.587543533084293
T14196,U179,2022-05-31,Income,Other Income,50302.0,UPI,Lucknow,Uber to office,2022,5,31,Tuesday,False,2022-05,unknown,10.825819996456426
T04778,U158,2019-12-18,Expense,Food,2841.0,Card,Pune,Dinner at resto via app,2019,12,18,Wednesday,False,2019-12,unknown,7.952263308657046
T01764,U103,2019-07-19,Expense,Traavel,126.0,Card,Lucknow,Salary,2019,7,19,Friday,False,2019-07,unknown,4.844187086458591
T04557,U038,2019-07-20,Expense,Food,682.0,UPI,Lucknow,Grocery shopping,2019,7,20,Saturday,True,2019-07,unknown,6.52649485957079
T08075,U192,2020-11-26,Expense,Rent,504.0,Card,Hyderabad,Dinner at resto,2020,11,26,Thursday,False,2020-11,unknown,6.22455842927536
T04985,U018,2020-12-12,Expense,Education,178.0,UPI,Chennai,Paid electricity bill,2020,12,12,Saturday,True,2020-12,unknown,5.187385805840755
T08622,U075,2021-07-04,Expense,Rent,312.0,Cash,Mumbai,Salary cash,2021,7,4,Sunday,True,2021-07,unknown,5.746203190540153
T09155,U020,2021-05-01,Expense,Food,80.0,Bank Transfer,Pune,Monthly rent,2021,5,1,Saturday,True,2021-05,unknown,4.394449154672439
T10547,U184,2022-01-04,Expense,Rnet,1057.0,Cash,Bengaluru,,2022,1,4,Tuesday,False,2022-01,unknown,6.964135612418245
T13969,U112,2020-04-28,Expense,Education,143.0,UPI,HYDERABAD,CzkdIaH54elfKKn8obC5,2020,4,28,Tuesday,False,2020-04,unknown,4.969813299576001
T12776,U037,2019-09-12,Expense,Rent,1042.0,Card,Jaipur,Uber to office,2019,9,12,Thursday,False,2019-09,unknown,6.949856455000773
T01838,U067,2022-08-20,Expense,Others,552.0,Cash,Ahmedabad,Doctor visit,2022,8,20,Saturday,True,2022-08,unknown,6.315358001522335
T00617,U054,2021-11-12,Expense,Rent,108.0,,Kolkata,,2021,11,12,Friday,False,2021-11,unknown,4.6913478822291435
T13498,U143,2022-05-22,Expense,Rent,158.0,Card,pune,Course fee cash,2022,5,22,Sunday,True,2022-05,unknown,5.0689042022202315
T00469,U090,2022-07-30,Income,Bonus,64697.0,Card,CHENNAI,Uber to office,2022,7,30,Saturday,True,2022-07,unknown,11.077485568110127
T11195,U055,2021-12-30,Expense,Food,412.0,Bank Transfer,Bengaluru,Doctor visit,2021,12,30,Thursday,False,2021-12,unknown,6.023447592961033
T12846,U191,2021-12-03,Expense,Entertainment,1324.0,UPPI,Chennai,Grocery shopping,2021,12,3,Friday,False,2021-12,unknown,7.1891677384203225
T14650,U090,2019-05-29,Expense,Rent,59.0,Card,Jaipur,Dinner at resto late,2019,5,29,Wednesday,False,2019-05,unknown,4.0943445622221
T09989,U005,2021-01-20,Expense,Food,284.0,UPI,bengaluru,Uber to office late,2021,1,20,Wednesday,False,2021-01,unknown,5.652489180268651
T12197,U021,2019-04-08,Expense,Retn,875.0,Cash,Pune,Dinner at resto,2019,4,8,Monday,False,2019-04,unknown,6.775366090936392
T10391,U147,2022-05-04,Expense,Travel,389.0,Cash,Lucknow,Course fee via app,2022,5,4,Wednesday,False,2022-05,unknown,5.966146739123692
T04470,U035,2021-12-22,Income,Salry,55079.0,,Pune,Monthly rent,2021,12,22,Wednesday,False,2021-12,unknown,10.916541952842591
T06509,U020,2019-10-05,Expense,Food,72.0,UPI,Chennai,Grocery shopping ,2019,10,5,Saturday,True,2019-10,unknown,4.290459441148391
T03718,U170,2020-09-20,Income,unknown,94629.0,Cash,Ahmedabad,Dinner at resto,2020,9,20,Sunday,True,2020-09,unknown,11.457729829502279
T00943,U031,2021-05-27,Expense,Food,274.0,Cash,Delhi,Course fee cash,2021,5,27,Thursday,False,2021-05,unknown,5.616771097666572
T13989,U072,2021-03-26,Income,Bonus,75612.0,,Hyderabad,Paid electricity bill,2021,3,26,Friday,False,2021-03,unknown,11.233383505056556
T03818,U167,2022-07-03,Expense,Travel,948.0,Cash,Kolkata,Dinner at resto,2022,7,3,Sunday,True,2022-07,unknown,6.855408798609928
T05065,U074,2019-11-04,Expense,Rent,118.0,Bank Transfer,Kolkata,HCYQ2rCmF,2019,11,4,Monday,False,2019-11,unknown,4.77912349311153
T01431,U141,2019-06-20,Expense,Food,13.0,Card,Chennai,,2019,6,20,Thursday,False,2019-06,unknown,2.6390573296152584
T12589,U044,2019-12-03,Income,Other Income,43924.0,Card,Jaipur,Doctor visit ,2019,12,3,Tuesday,False,2019-12,unknown,10.690238913055298
T04008,U114,2019-12-10,Expense,Food,1297.0,Cash,delhi,uM0yF1vVlgJQE5xSH6iK,2019,12,10,Tuesday,False,2019-12,unknown,7.168579897264035
T10524,U068,2019-06-27,Expense,Rent,3299.0,UPI,Pune,Course fee,2019,6,27,Thursday,False,2019-06,unknown,8.101677747454572
T08513,U138,2022-09-01,Expense,Rent,1368.0,Card,ahmedabad,Monthly rent,2022,9,1,Thursday,False,2022-09,unknown,7.221835825288449
T06598,U171,2019-07-15,Expense,Utilities,1420.0,UPI,Ahmedabad,Monthly rent,2019,7,15,Monday,False,2019-07,unknown,7.259116128097101
T08135,U183,2021-07-16,Expense,Travel,529.0,Cash,pune,Gift,2021,7,16,Friday,False,2021-07,unknown,6.272877006546167
T08681,U173,2019-06-02,Expense,Food,601.0,Card,lucknow,Grocery shopping ,2019,6,2,Sunday,True,2019-06,unknown,6.400257445308821
T02129,U097,2022-01-05,Expense,Rent,150.0,Card,Delhi,Netflix subscription,2022,1,5,Wednesday,False,2022-01,unknown,5.017279836814924
T06936,U099,2019-01-01,Income,Other Income,81561.0,UPI,,Gift,2019,1,1,Tuesday,False,2019-01,unknown,11.30911874621216
T13248,U186,2022-03-05,Expense,Rent,480.0,,,Salary,2022,3,5,Saturday,True,2022-03,unknown,6.175867270105761
T06514,U014,2019-02-06,Expense,Others,136.0,UPI,Hyderabad,,2019,2,6,Wednesday,False,2019-02,unknown,4.919980925828125
T10799,U178,2022-05-13,Expense,Food,61.0,,mumbai,Grocery shopping,2022,5,13,Friday,False,2022-05,unknown,4.127134385045092
T10976,U029,2021-09-27,Expense,Food,103.0,Bank Transfer,Delhi,Dinner at resto,2021,9,27,Monday,False,2021-09,unknown,4.6443908991413725
T04153,U053,2022-05-10,Income,Other Income,78788.0,UPI,LUCKNOW,Grocery shopping,2022,5,10,Tuesday,False,2022-05,unknown,11.274528672193204
T07364,U116,2019-02-27,Expense,Savings,281.0,UPI,chennai,Paid electricity bill late,2019,2,27,Wednesday,False,2019-02,unknown,5.641907070938114
T03025,U144,2021-09-29,Expense,Food,2059.0,Bank Transfer,Pune,,2021,9,29,Wednesday,False,2021-09,unknown,7.630461261783627
T13318,U186,2020-06-15,Income,Salary,38756.0,Card,Jaipur,Uber to office,2020,6,15,Monday,False,2020-06,unknown,10.56506666362841
T14705,U180,2022-08-12,Expense,Rent,155.0,Cash,KOLKATA,Monthly rent,2022,8,12,Friday,False,2022-08,unknown,5.049856007249537
T11159,U073,2021-03-08,Expense,Education,160.0,Card,hyderabad,,2021,3,8,Monday,False,2021-03,unknown,5.081404364984463
T14460,U080,2019-11-22,Expense,Rent,285.0,UPI,Ahmedabad,,2019,11,22,Friday,False,2019-11,unknown,5.655991810819852
T03961,U102,2022-09-26,Expense,RRent,190.0,Cash,Jaipur,Course fee,2022,9,26,Monday,False,2022-09,unknown,5.25227342804663
T08182,U067,2022-01-20,Income,Salary,55417.0,Cash,Lucknow,Uber to office ,2022,1,20,Thursday,False,2022-01,unknown,10.922659729710926
T14691,U131,2020-11-20,Expense,Rent,7947.0,Cash,Jaipur,Netflix subscription,2020,11,20,Friday,False,2020-11,unknown,8.980675603671708
T13559,U142,2019-03-01,Expense,Rent,1012.0,Bank Transfer,Pune,Course fee,2019,3,1,Friday,False,2019-03,unknown,6.920671504248683
T10219,U108,2020-08-28,Expense,Rent,2667.0,UPI,Pune,Paid electricity bill,2020,8,28,Friday,False,2020-08,unknown,7.889084407035514
T03229,U011,2022-12-28,Expense,Rent,486.0,Cash,Lucknow,Course fee,2022,12,28,Wednesday,False,2022-12,unknown,6.18826412308259
T12226,U122,2022-05-11,Expense,Food,80.0,UPI,Jaipur,Gift,2022,5,11,Wednesday,False,2022-05,unknown,4.394449154672439
T07334,U150,2021-01-08,Expense,Others,2066.0,Card,Ahmedabad,Salary,2021,1,8,Friday,False,2021-01,unknown,7.633853559681768
T11040,U181,2020-02-22,Expense,Rent,49.0,Bank Transfer,delhi,,2020,2,22,Saturday,True,2020-02,unknown,3.912023005428146
T09970,U067,2021-07-12,Expense,Utilities,553.0,UPI,Bengaluru,Netflix subscription,2021,7,12,Monday,False,2021-07,unknown,6.317164686747284
T11723,U066,2019-05-02,Expense,Food,321.0,Bank Transfer,Chennai,,2019,5,2,Thursday,False,2019-05,unknown,5.7745515455444085
T03196,U108,2020-06-29,Expense,Others,406.0,Card,Pune,Doctor visit,2020,6,29,Monday,False,2020-06,unknown,6.008813185442595
T09675,U021,2021-03-04,Income,Salary,53293.0,Card,Pune,Grocery shopping,2021,3,4,Thursday,False,2021-03,unknown,10.883579033460945
T00420,U120,2019-07-06,Expense,Entertainment,1228.0,UPI,Mumbai,gVZek8TPOi2Njfe,2019,7,6,Saturday,True,2019-07,unknown,7.113956109566034
T04921,U104,2019-11-28,Expense,Rent,184.0,Bank Transfer,Hyderabad,Course fee,2019,11,28,Thursday,False,2019-11,unknown,5.220355825078324
T04634,U173,2019-10-16,Expense,Food,777.0,UPI,Lucknow,Netflix subscription ,2019,10,16,Wednesday,False,2019-10,unknown,6.656726524178391
T13048,U068,2020-11-07,Expense,Travel,946.0,Bank Transfer,Kolkata,Grocery shopping ,2020,11,7,Saturday,True,2020-11,unknown,6.853299093186078
T05325,U146,2020-11-11,Expense,Entertainment,1042.0,Card,Jaipur,Grocery shopping,2020,11,11,Wednesday,False,2020-11,unknown,6.949856455000773
T01685,U128,2020-05-18,Expense,Utilities,376.0,Card,Bengaluru,Paid electricity bill late,2020,5,18,Monday,False,2020-05,unknown,5.932245187448011
T02737,U171,2020-09-04,Expense,Food,805.0,UUPI,Hyderabad,Uber to office,2020,9,4,Friday,False,2020-09,unknown,6.692083742506628
T02479,U058,2021-04-19,Expense,Savings,177.0,Bank Transfer,,Doctor visit,2021,4,19,Monday,False,2021-04,unknown,5.181783550292085
T08181,U021,2020-04-21,Expense,Rent,866.0,Bank Transfer,Chennai,Monthly rent cash,2020,4,21,Tuesday,False,2020-04,unknown,6.7650389767805414
T02611,U038,2019-08-30,Income,Bonus,78259.0,UPI,Pune,Course fee,2019,8,30,Friday,False,2019-08,unknown,11.267791895764404
T04581,U161,2020-04-13,Expense,Rent,672.0,Bank Transfer,Bengaluru,Dinner at resto cash,2020,4,13,Monday,False,2020-04,unknown,6.511745329644728
T02270,U167,2019-01-01,Expense,Rent,879.0,Cash,Hyderabad,Salary,2019,1,1,Tuesday,False,2019-01,unknown,6.779921907472252
T10970,U161,2019-10-31,Expense,Rent,421.0,UPI,Kolkata,Doctor visit,2019,10,31,Thursday,False,2019-10,unknown,6.045005314036012
T01147,U004,2020-12-03,Income,Other Income,57500.0,Cash,Hyderabad,Course fee ,2020,12,3,Thursday,False,2020-12,unknown,10.959557617938563
T10023,U063,2021-04-09,Expense,Entetainment,66.0,UPI,Pune,Dinner at resto,2021,4,9,Friday,False,2021-04,unknown,4.204692619390966
T03549,U148,2022-08-11,Income,Bonus,74255.0,Cash,Ahmedabad,Monthly rent,2022,8,11,Thursday,False,2022-08,unknown,11.215273861480958
T06877,U117,2019-02-15,Expense,Travel,340.0,Card,Delhi,Paid electricity bill,2019,2,15,Friday,False,2019-02,unknown,5.831882477283517
T10019,U139,2022-08-28,Expense,Entertainment,1192.0,UPI,Chennai,Paid electricity bill,2022,8,28,Sunday,True,2022-08,unknown,7.084226422097916
T06923,U149,2022-08-31,Expense,Entertainment,484.0,Cash,Delhi,Gift via app,2022,8,31,Wednesday,False,2022-08,unknown,6.184148890937483
T10646,U057,2022-10-08,Expense,Rent,51.0,UPI,Lucknow,Netflix subscription via app,2022,10,8,Saturday,True,2022-10,unknown,3.9512437185814275
T11055,U002,2022-03-11,Income,Salary,64705.0,Bank Transfer,ahmedabad,Gift ,2022,3,11,Friday,False,2022-03,unknown,11.077609211892549
T06257,U147,2022-09-20,Expense,Travel,409.0,UPI,Chennai,,2022,9,20,Tuesday,False,2022-09,unknown,6.016157159698354
T08641,U078,2020-04-05,Expense,Rent,3364.0,Bank Transfer,,Gift,2020,4,5,Sunday,True,2020-04,unknown,8.121183242078828
T06152,U005,2019-10-26,Income,Other Income,75167.0,Card,Chennai,Salary,2019,10,26,Saturday,True,2019-10,unknown,11.22748088745864
T13916,U094,2021-07-13,Expense,Travel,324.0,Bank Transfer,,HlS6NoXrFhEE11K,2021,7,13,Tuesday,False,2021-07,unknown,5.783825182329737
T13925,U012,2021-09-06,Expense,unknown,1439.0,UPI,Pune,Course fee,2021,9,6,Monday,False,2021-09,unknown,7.272398392570047
T05540,U163,2020-09-24,Expense,Travel,174.0,Card,Bengaluru,Paid electricity bill,2020,9,24,Thursday,False,2020-09,unknown,5.1647859739235145
T06372,U099,2022-10-07,Expense,Food,855.0,Card,Lucknow,M5DkwNltpNvHf,2022,10,7,Friday,False,2022-10,unknown,6.752270376141742
T09252,U001,2022-05-13,Income,Bonus,44585.0,UPPI,Delhi,Gift,2022,5,13,Friday,False,2022-05,unknown,10.705175187385525
T14522,U167,2021-07-21,Expense,Trave,630.0,,Hyderabad,Netflix subscription,2021,7,21,Wednesday,False,2021-07,unknown,6.447305862541213
T02537,U038,2019-09-22,Expense,Rent,236.0,UPI,Pune,0yWzwJnMTMYL,2019,9,22,Sunday,True,2019-09,unknown,5.4680601411351315
T08446,U090,2022-05-01,Income,Salary,55561.0,UPI,Jaipur,Doctor visit,2022,5,1,Sunday,True,2022-05,unknown,10.92525479334063
T05951,U156,2021-08-28,Expense,Rent,733.0,Cash,,Salary cash,2021,8,28,Saturday,True,2021-08,unknown,6.598509028614515
T01330,U030,2019-02-14,Expense,Utilities,99.0,Caash,Pune,Gift,2019,2,14,Thursday,False,2019-02,unknown,4.605170185988092
T10504,U162,2021-05-25,Expense,Utilities,941.0,Bank Transfer,Ahmedabad,vmG6c0ze2niOLv,2021,5,25,Tuesday,False,2021-05,unknown,6.848005274576363
T03956,U003,2021-09-14,Income,Other Income,84717.0,Card,Lucknow,Course fee cash,2021,9,14,Tuesday,False,2021-09,unknown,11.347083372820052
T08174,U169,2021-09-11,Expense,Rent,172.0,Bank Transfer,Delhi,Netflix subscription,2021,9,11,Saturday,True,2021-09,unknown,5.153291594497779
T05684,U130,2022-06-27,Expense,Travel,58.0,UPI,Chennai,,2022,6,27,Monday,False,2022-06,unknown,4.07753744390572
T11305,U086,2021-03-13,Expense,Utilities,167.0,Cash,Ahmedabad,Salary,2021,3,13,Saturday,True,2021-03,unknown,5.123963979403259
T06693,U162,2022-01-22,Expense,Food,750.0,,DELHI,Gift,2022,1,22,Saturday,True,2022-01,unknown,6.621405651764134
T05968,U007,2022-05-29,Expense,Travel,308.0,Card,Bengaluru,,2022,5,29,Sunday,True,2022-05,unknown,5.733341276897746
T11524,U043,2022-12-17,Expense,Utilities,3383.0,UPI,Hyderabad,Dinner at resto,2022,12,17,Saturday,True,2022-12,unknown,8.126813720726114
T12580,U039,2021-07-12,Expense,Food,136.0,Cash,Kolkata,Netflix subscription ,2021,7,12,Monday,False,2021-07,unknown,4.919980925828125
T12146,U102,2020-12-03,Expense,Entertainment,15.0,Card,Ahmedabad,Gift,2020,12,3,Thursday,False,2020-12,unknown,2.772588722239781
T13642,U053,2020-12-03,Income,Other Income,59296.0,Cash,Ahmedabad,Dinner at resto,2020,12,3,Thursday,False,2020-12,unknown,10.990313993486865
T02700,U128,2022-11-17,Expense,Travel,403.0,Bank Transfer,Lucknow,Salary,2022,11,17,Thursday,False,2022-11,unknown,6.0014148779611505
T13102,U127,2020-07-09,Income,Bonus,57841.0,Bank Transfer,Mumbai,Paid electricity bill late,2020,7,9,Thursday,False,2020-07,unknown,10.965470434381448
T06769,U086,2021-06-20,Expense,Others,357.0,Bank Transfer,Hyderabad,Salary cash,2021,6,20,Sunday,True,2021-06,unknown,5.8805329864007
T14054,U154,2020-07-25,Expense,Travel,581.0,UPI,Mumbai,Uber to office,2020,7,25,Saturday,True,2020-07,unknown,6.366470447731438
T04356,U017,2020-06-19,Expense,unknown,426.0,Card,Jaipur,Netflix subscription via app,2020,6,19,Friday,False,2020-06,unknown,6.056784013228625
T08459,U107,2020-10-27,Expense,Trvael,451.0,Cash,Delhi,Netflix subscription cash,2020,10,27,Tuesday,False,2020-10,unknown,6.113682179832232
T05469,U158,2019-11-09,Expense,Rent,444.0,Card,Lucknow,Dinner at resto,2019,11,9,Saturday,True,2019-11,unknown,6.09807428216624
T09313,U151,2022-02-16,Expense,Rent,1871.0,UPI,Chennai,Doctor visit late,2022,2,16,Wednesday,False,2022-02,unknown,7.534762657037537
T13841,U067,2022-01-17,Expense,Food,777.0,,Lucknow,Salary via app,2022,1,17,Monday,False,2022-01,unknown,6.656726524178391
T08376,U158,2019-04-05,Income,Other Income,32642.0,,Lucknow,,2019,4,5,Friday,False,2019-04,unknown,10.393385716619122
T13548,U035,2021-02-20,Expense,Travel,131.0,UPI,Pune,Dinner at resto,2021,2,20,Saturday,True,2021-02,unknown,4.882801922586371
T07959,U119,2019-06-22,Expense,Rent,662.0,Cash,Jaipur,Dinner at resto cash,2019,6,22,Saturday,True,2019-06,unknown,6.4967749901858625
T02272,U188,2020-09-19,Expense,Utilities,136.0,Cash,Kolkata,,2020,9,19,Saturday,True,2020-09,unknown,4.919980925828125
T01579,U156,2019-09-07,Expense,Utilities,818.0,Cash,Lucknow,Paid electricity bill,2019,9,7,Saturday,True,2019-09,unknown,6.70808408385307
T13651,U117,2019-10-15,Income,Bonus,58698.0,Bank Transfer,Mumbai,Dinner at resto,2019,10,15,Tuesday,False,2019-10,unknown,10.98017796989595
T02938,U162,2020-12-03,Expense,Utilities,998.0,Card,Lucknow,Netflix subscription,2020,12,3,Thursday,False,2020-12,unknown,6.906754778648554
T02464,U038,2019-05-22,Expense,Travel,392.0,Cash,Chennai,Doctor visit,2019,5,22,Wednesday,False,2019-05,unknown,5.973809611869261
T02722,U024,2021-11-16,Income,Salary,53651.0,Card,kolkata,Dinner at resto,2021,11,16,Tuesday,False,2021-11,unknown,10.89027402602198
T06942,U181,2020-12-02,Expense,Others,105.0,Cash,Pune,Monthly rent,2020,12,2,Wednesday,False,2020-12,unknown,4.663439094112067
T00522,U123,2021-04-01,Expense,Travel,646.0,,Hyderabad,Netflix subscription,2021,4,1,Thursday,False,2021-04,unknown,6.472346294500901
T00716,U192,2022-12-11,Expense,Rent,255.0,UPI,Bengaluru,Salary,2022,12,11,Sunday,True,2022-12,unknown,5.545177444479562
T02702,U074,2021-01-22,Expense,Entertainment,196.0,Card,Pune,Course fee,2021,1,22,Friday,False,2021-01,unknown,5.2832037287379885
T04054,U177,2021-03-12,Income,Other Income,67801.0,Card,Hyderabad,Gift,2021,3,12,Friday,False,2021-03,unknown,11.124346972018488
T10204,U086,2022-02-23,Expense,Education,210.0,Card,Lucknow,Course fee via app,2022,2,23,Wednesday,False,2022-02,unknown,5.351858133476067
T10270,U014,2022-10-18,Expense,Rent,908.0,Cash,Jaipur,,2022,10,18,Tuesday,False,2022-10,unknown,6.812345094177479
T14228,U167,2021-12-19,Expense,Health,159.0,,Chennai,Monthly rent cash,2021,12,19,Sunday,True,2021-12,unknown,5.075173815233827
T07745,U031,2019-02-03,Expense,Food,176.0,Bank Transfer,KOLKATA,Grocery shopping,2019,2,3,Sunday,True,2019-02,unknown,5.176149732573829
T04566,U076,2019-06-10,Expense,unknown,1713.0,UPI,Mumbai,Netflix subscription,2019,6,10,Monday,False,2019-06,unknown,7.446585099157725
T05280,U059,2019-06-18,Income,Salary,82595.0,Cash,Pune,Monthly rent,2019,6,18,Tuesday,False,2019-06,unknown,11.321716532186365
T04409,U191,2020-10-13,Expense,Food,1363.0,UPI,Pune,Gift,2020,10,13,Tuesday,False,2020-10,unknown,7.218176838403408
T01445,U108,2019-03-05,Expense,Education,653.0,Bank Transfer,,,2019,3,5,Tuesday,False,2019-03,unknown,6.483107351457199
T12553,U029,2021-12-22,Income,Other Income,102640.0,Cash,Jaipur,Grocery shopping via app,2021,12,22,Wednesday,False,2021-12,unknown,11.538992742032393
T06463,U039,2020-06-07,Expense,Utilities,408.0,Cash,Jaipur,Uber to office,2020,6,7,Sunday,True,2020-06,unknown,6.013715156042802
T01032,U080,2022-03-11,Expense,Rent,403.0,UPI,Jaipur,Paid electricity bill late,2022,3,11,Friday,False,2022-03,unknown,6.0014148779611505
T01832,U190,2022-04-07,Expense,Travel,945.0,UPI,Ahmedabad,Dinner at resto ,2022,4,7,Thursday,False,2022-04,unknown,6.852242569051878
T11342,U113,2021-11-16,Expense,Rent,2913.0,UPI,,Gift,2021,11,16,Tuesday,False,2021-11,unknown,7.97728198675515
T03676,U121,2020-02-23,Expense,Health,453.0,Cash,Lucknow,Dinner at resto cash,2020,2,23,Sunday,True,2020-02,unknown,6.118097198041348
T07889,U186,2020-08-04,Expense,Utilities,418.0,Cash,Bengaluru,Netflix subscription ,2020,8,4,Tuesday,False,2020-08,unknown,6.037870919922137
T01596,U080,2020-03-02,Expense,Entertainment,813.0,Bank Transfer,Delhi,Gift ,2020,3,2,Monday,False,2020-03,unknown,6.70196036600254
T06665,U001,2019-12-28,Expense,Rent,523.0,Cash,Bengaluru,Salary late,2019,12,28,Saturday,True,2019-12,unknown,6.261491684321042
T11592,U149,2019-07-09,Expense,Savings,146.0,UPI,Pune,Grocery shopping,2019,7,9,Tuesday,False,2019-07,unknown,4.990432586778736
T05549,U073,2021-11-09,Income,alary,56068.0,Bank Transfer,Chennai,Doctor visit,2021,11,9,Tuesday,False,2021-11,unknown,10.93433835410938
T03294,U081,2022-04-09,Expense,Rent,1663.0,UPI,delhi,Grocery shopping,2022,4,9,Saturday,True,2022-04,unknown,7.416979621381154
T05446,U186,2022-09-07,Expense,Rent,292.0,UPI,Hyderabad,Paid electricity bill,2022,9,7,Wednesday,False,2022-09,unknown,5.680172609017068
T08985,U062,2022-06-23,Expense,Utilities,221.0,Cash,,Paid electricity bill,2022,6,23,Thursday,False,2022-06,unknown,5.402677381872279
T01405,U016,2022-05-08,Expense,Rent,663.0,Bank Transfer,Delhi,Dinner at resto,2022,5,8,Sunday,True,2022-05,unknown,6.498282149476434
T06369,U031,2021-05-24,Expense,Rent,33.0,UPI,Ahmedabad,Course fee cash,2021,5,24,Monday,False,2021-05,unknown,3.5263605246161616
T01873,U122,2022-01-28,Expense,Food,314.0,Cash,Jaipur,Paid electricity bill,2022,1,28,Friday,False,2022-01,unknown,5.752572638825633
T09071,U131,2020-11-16,Income,Bonus,71726.0,Cash,Ahmedabad,Paid electricity bill late,2020,11,16,Monday,False,2020-11,unknown,11.180622524741043
T03063,U104,2020-08-30,Expense,Savings,4205.0,UPI,Pune,,2020,8,30,Sunday,True,2020-08,unknown,8.344267356262645
T12632,U099,2021-09-19,Income,Bonus,37303.0,UPI,Delhi,Uber to office,2021,9,19,Sunday,True,2021-09,unknown,10.526855838488157
T04753,U064,2020-09-28,Income,Bonus,52425.0,CCard,Ahmedabad,Doctor visit late,2020,9,28,Monday,False,2020-09,unknown,10.867157930457058
T04119,U016,2022-06-01,Expense,Food,194.0,Cash,Delhi,Monthly rent cash,2022,6,1,Wednesday,False,2022-06,unknown,5.272999558563747
T03116,U062,2022-11-11,Expense,Food,359.0,Cash,Jaipur,Gift,2022,11,11,Friday,False,2022-11,unknown,5.886104031450156
T13255,U015,2019-02-04,Expense,Rent,310.0,Card,Chennai,Course fee,2019,2,4,Monday,False,2019-02,unknown,5.739792912179234
T08370,U045,2020-01-29,Expense,Entertainment,1009.0,Card,Pune,Grocery shopping ,2020,1,29,Wednesday,False,2020-01,unknown,6.917705609835305
T08701,U147,2019-03-29,Income,Salary,43306.0,UPI,kolkata,Dinner at resto via app,2019,3,29,Friday,False,2019-03,unknown,10.676069563742107
T03751,U042,2022-12-03,Expense,Savings,184.0,Card,Bengaluru,Gift,2022,12,3,Saturday,True,2022-12,unknown,5.220355825078324
T11719,U088,2021-01-24,Expense,Food,454.0,UPI,Bengaluru,Monthly rent,2021,1,24,Sunday,True,2021-01,unknown,6.12029741895095
