year_month,category,amount,monthly_amount_lag1,rolling_mean_3m
2020-09,oFod,1534.0,364.0,1174.3333333333333
2020-09,Utilitie,48.0,1635.0,
2020-09,Utilities,21759.0,25349.0,22446.0
2020-09,Utilitiies,72.0,,
2020-09,alary,55614.0,,
2020-09,ent,1253.0,538.0,852.0
2020-09,unknown,96824.0,48717.0,48651.0
2020-09,Utiliies,162.0,611.0,455.3333333333333
2020-09,Salary,859418.0,699872.0,683851.6666666666
2020-09,Savings,3223.0,9919.0,9624.0
2020-09,Ret,113.0,299.0,218.33333333333334
2020-09,Bonu,45369.0,73517.0,
2020-09,Bonus,712253.0,868157.0,716962.3333333334
2020-09,Education,6165.0,4181.0,4510.666666666667
2020-09,Entertainment,15249.0,20978.0,16650.333333333332
2020-09,Etertainment,106.0,2860.0,
2020-09,FFood,203.0,279.0,464.6666666666667
2020-09,Retn,1105.0,144.0,445.6666666666667
2020-09,Food,45481.0,73557.0,61872.0
2020-09,Health,2321.0,8584.0,3769.3333333333335
2020-09,Other Income,1211043.0,693313.0,835703.3333333334
2020-09,Others,8354.0,11653.0,10951.0
2020-09,Ren,694.0,713.0,507.0
2020-09,Rent,63806.0,36891.0,45511.333333333336
2020-09,Fod,247.0,264.0,264.3333333333333
2020-10,Savings,2403.0,3223.0,5181.666666666667
2020-10,Savinngs,218.0,384.0,483.0
2020-10,Trave,271.0,76.0,152.33333333333334
2020-10,Travel,17670.0,16060.0,19644.333333333332
2020-10,Travvel,489.0,638.0,
2020-10,Trvael,451.0,328.0,358.0
2020-10,avings,1027.0,,
2020-10,Utilities,29296.0,21759.0,25468.0
2020-10,Utilitis,4838.0,157.0,1691.6666666666667
2020-10,eRnt,124.0,842.0,358.6666666666667
2020-10,tUilities,5659.0,,
2020-10,unknown,722.0,96824.0,48754.333333333336
2020-10,Salaryy,59149.0,,
2020-10,UUtilities,126.0,,
2020-10,Salary,695977.0,859418.0,751755.6666666666
2020-10,Rnt,1706.0,734.0,873.3333333333334
2020-10,Fod,938.0,247.0,483.0
2020-10,Rnet,9915.0,196.0,3391.3333333333335
2020-10,Bonus,1077522.0,712253.0,885977.3333333334
2020-10,Education,4539.0,6165.0,4961.666666666667
2020-10,Enteertainment,1213.0,302.0,542.0
2020-10,Entertainment,9418.0,15249.0,15215.0
2020-10,Fodo,533.0,1778.0,824.3333333333334
2020-10,Foodd,468.0,449.0,672.6666666666666
2020-10,Food,49674.0,45481.0,56237.333333333336
2020-10,Other Income,605652.0,1211043.0,836669.3333333334
2020-10,Others,9997.0,8354.0,10001.333333333334
2020-10,Ren,595.0,694.0,667.3333333333334
2020-10,Rent,55981.0,63806.0,52226.0
2020-10,Ret,210.0,113.0,207.33333333333334
2020-10,Retn,810.0,1105.0,686.3333333333334
2020-10,Health,429.0,2321.0,3778.0
2020-11,Salaryy,62983.0,59149.0,
2020-11,Savings,10542.0,2403.0,5389.333333333333
2020-11,Salary,755550.0,695977.0,770315.0
2020-11,Rentt,333.0,5613.0,2014.0
2020-11,Rnt,4613.0,1706.0,2351.0
2020-11,Savins,881.0,,
2020-11,Saary,57357.0,91347.0,66873.33333333333
2020-11,Traevl,34521.0,1076.0,12008.333333333334
2020-11,unknown,57323.0,722.0,51623.0
2020-11,Uitlities,152.0,,
2020-11,Utiliies,197.0,162.0,323.3333333333333
2020-11,Utilitiees,206.0,436.0,288.3333333333333
2020-11,Utilities,31223.0,29296.0,27426.0
2020-11,Utlities,552.0,174.0,
2020-11,ravel,328.0,121.0,299.3333333333333
2020-11,Travel,14536.0,17670.0,16088.666666666666
2020-11,Rent,50536.0,55981.0,56774.333333333336
2020-11,Bonus,1190185.0,1077522.0,993320.0
2020-11,Othhers,422.0,892.0,
2020-11,Education,7111.0,4539.0,5938.333333333333
2020-11,RRent,293.0,38.0,683.0
2020-11,Entertainmetn,580.0,896.0,541.3333333333334
2020-11,Entrtainment,1148.0,,
2020-11,Etnertainment,179.0,,
2020-11,FFood,664.0,203.0,382.0
2020-11,Foo,251.0,509.0,330.3333333333333
2020-11,Entertainment,29533.0,9418.0,18066.666666666668
2020-11,Foodd,1479.0,468.0,798.6666666666666
2020-11,Foood,3569.0,1316.0,2201.3333333333335
2020-11,Health,19229.0,429.0,7326.333333333333
2020-11,Otheers,2781.0,,
2020-11,Other Icnome,50910.0,35476.0,
2020-11,Other Income,746482.0,605652.0,854392.3333333334
2020-11,Others,6094.0,9997.0,8148.333333333333
2020-11,Food,73411.0,49674.0,56188.666666666664
2020-12,Rentt,286.0,333.0,2077.3333333333335
2020-12,unknown,1426.0,57323.0,19823.666666666668
2020-12,Salary,563754.0,755550.0,671760.3333333334
2020-12,Salry,65891.0,43774.0,
2020-12,Savings,8119.0,10542.0,7021.333333333333
2020-12,Travvel,677.0,489.0,601.3333333333334
2020-12,Traveel,639.0,2106.0,
2020-12,Travel,30462.0,14536.0,20889.333333333332
2020-12,Utilities,23648.0,31223.0,28055.666666666668
2020-12,eRnt,54.0,124.0,340.0
2020-12,Rent,50594.0,50536.0,52370.333333333336
2020-12,Traevl,610.0,34521.0,12069.0
2020-12,Othres,2036.0,1725.0,1431.6666666666667
2020-12,Rnet,829.0,9915.0,3646.6666666666665
2020-12,OtherIncome,58445.0,,
2020-12,Bonus,1032512.0,1190185.0,1100073.0
2020-12,Education,7250.0,7111.0,6300.0
2020-12,Entertainment,13888.0,29533.0,17613.0
2020-12,Fod,293.0,938.0,492.6666666666667
2020-12,Foo,189.0,251.0,316.3333333333333
2020-12,Etertainment,118.0,106.0,1028.0
2020-12,Foodd,2043.0,1479.0,1330.0
2020-12,Heaalth,130.0,692.0,288.3333333333333
2020-12,Health,4086.0,19229.0,7914.666666666667
2020-12,Other Income,1201394.0,746482.0,851176.0
2020-12,Food,49725.0,73411.0,57603.333333333336
2020-12,Others,13923.0,6094.0,10004.666666666666
2021-01,Utilities,32916.4655,23648.0,29262.488499999996
2021-01,Utliities,273.0,2072.0,817.3333333333334
2021-01,Utilties,15347.5698,47.0,5713.856599999999
2021-01,Utility,16961.0,,
2021-01,Utilitiess,25.0,546.0,336.0
2021-01,Savings,6939.0,8119.0,8533.333333333334
2021-01,Travell,264.0,223.0,262.6666666666667
2021-01,Travel,28252.0,30462.0,24416.666666666668
2021-01,Traval,23991.0,,
2021-01,TRAVEL,20850.0,,
2021-01,Utlities,26381.0,552.0,9035.666666666666
2021-01,Travl,48671.0,1901.0,16930.0
2021-01,aSlary,55755.0,60680.0,64315.666666666664
2021-01,health,9628.0,,
2021-01,education,27019.0,,
2021-01,ent,503.0,1253.0,764.6666666666666
2021-01,entertainment,57296.0,,
2021-01,food,60758.0,,
2021-01,Saving,15662.0,409.0,
2021-01,nEtertainment,135.0,598.0,299.0
2021-01,ood,2190.0,5566.0,2961.6666666666665
2021-01,others,4605.0,,
2021-01,rent,47578.0,,
2021-01,savings,8747.0,,
2021-01,travel,19674.0,,
2021-01,unknown,129140.0,1426.0,62629.666666666664
2021-01,utilities,35239.0,,
2021-01,eRnt,357.0,54.0,178.33333333333334
2021-01,Salary,1189419.0,563754.0,836241.0
2021-01,Utiilities,184.0,3315.0,1349.6666666666667
2021-01,Rentt,199277.0,286.0,66632.0
2021-01,Rnt,46050.3932,4613.0,17456.4644
2021-01,Bonus,1417539.0,1032512.0,1213412.0
2021-01,EDU,36876.0,,
2021-01,Edcation,1237.0,,
2021-01,Education,43665.0,7250.0,19342.0
2021-01,Educaton,5264.0,,
2021-01,Entertain,20994.0,,
2021-01,Entertainment,44244.0,13888.0,29221.666666666668
2021-01,FFood,2913.0,664.0,1260.0
2021-01,FOOD,62002.4087,,
2021-01,Fod,45372.0,293.0,15534.333333333334
2021-01,Foo,209.0,189.0,216.33333333333334
2021-01,Food,91574.3765,49725.0,71570.12550000001
2021-01,Entrtnmnt,20091.0,,
2021-01,Foods,47284.1313,,
2021-01,Foodd,16228.0,2043.0,6583.333333333333
2021-01,RENT,53584.0,,
2021-01,Others,407845.0,13923.0,142620.66666666666
2021-01,Other Income,1100912.0,1201394.0,1016262.6666666666
2021-01,Other,15987.0,,
2021-01,OTHERS,6064.0,,
2021-01,Rent,330595.0,50594.0,143908.33333333334
2021-01,Investment,413639.0,,
2021-01,Helth,3394.0,,
2021-01,Health,15715.0,4086.0,13010.0
2021-01,HEALTH,12471.0,,
2021-01,Freelance,500652.0,,
2021-01,Misc,6786.0,,
2021-02,Travl,17805.0,48671.0,22792.333333333332
2021-02,Travel,127723.0,28252.0,62145.666666666664
2021-02,Trave,837.0,271.0,394.6666666666667
2021-02,Traval,36065.0,23991.0,
2021-02,Tarvel,676.0,133.0,429.3333333333333
2021-02,Salary,1859801.0,1189419.0,1204324.6666666667
2021-02,Savings,26154.0,6939.0,13737.333333333334
2021-02,Saalary,66418.0,,
2021-02,SAVINGS,7787.0,,
2021-02,Rnt,39425.0,46050.3932,30029.464399999997
2021-02,Utilitiees,87.0,206.0,243.0
2021-02,TRAVEL,18701.0,20850.0,
2021-02,Utilities,17104.0,32916.4655,24556.155166666664
2021-02,Rnet,1133.0,829.0,3959.0
2021-02,Utilties,6351.0,15347.5698,7248.523266666666
2021-02,Utlities,29349.0,26381.0,18760.666666666668
2021-02,aSlary,60609.0,55755.0,59014.666666666664
2021-02,education,20215.0,27019.0,
2021-02,entertainment,21902.0,57296.0,
2021-02,food,57238.0,60758.0,
2021-02,health,19733.0,9628.0,
2021-02,others,5549.0,4605.0,
2021-02,rent,50118.0,47578.0,
2021-02,savings,8447.0,8747.0,
2021-02,travel,28916.0,19674.0,
2021-02,unknown,38527.0,129140.0,56364.333333333336
2021-02,utilities,45592.0,35239.0,
2021-02,Utility,32715.0,16961.0,
2021-02,Rentt,237723.0,199277.0,145762.0
2021-02,Food,93706.3426,91574.3765,78335.23969999999
2021-02,Reent,822.0,1618.0,1174.6666666666667
2021-02,Bonus,1311379.0,1417539.0,1253810.0
2021-02,EDU,39716.0,36876.0,
2021-02,Education,14989.0,43665.0,21968.0
2021-02,Educaton,12171.0,5264.0,
2021-02,Entertain,28866.2912,20994.0,
2021-02,Entertainment,38685.0,44244.0,32272.333333333332
2021-02,Entrtnmnt,26174.0,20091.0,
2021-02,Enttertainment,165.0,81.0,
2021-02,FOOD,53109.6557,62002.4087,
2021-02,Fod,12734.0,45372.0,19466.333333333332
2021-02,Fodo,5652.0,533.0,2654.3333333333335
2021-02,Rent,324963.0,330595.0,235384.0
2021-02,Foodd,20749.0,16228.0,13006.666666666666
2021-02,Bnous,73114.0,45224.0,54802.0
2021-02,Foood,4957.0,3569.0,3280.6666666666665
2021-02,Foods,18945.0,47284.1313,
2021-02,RRent,613.0,293.0,314.6666666666667
2021-02,RENT,48928.0,53584.0,
2021-02,Others,667912.0,407845.0,363226.6666666667
2021-02,Other,5435.0,15987.0,
2021-02,Other Income,452497.0,1100912.0,918267.6666666666
2021-02,Investment,394126.0,413639.0,
2021-02,Helth,11648.0,3394.0,
2021-02,Health,15714.0,15715.0,11838.333333333334
2021-02,HEALTH,10928.0,12471.0,
2021-02,Freelance,611333.0,500652.0,
2021-02,OTHERS,7164.0,6064.0,
2021-03,TRAVEL,36629.0,18701.0,25393.333333333332
2021-03,Travl,35743.0,17805.0,34073.0
2021-03,Travel,78252.0,127723.0,78075.66666666667
2021-03,Traval,15596.0,36065.0,25217.333333333332
2021-03,Savings,9989.0,26154.0,14360.666666666666
2021-03,Rnet,218.0,1133.0,726.6666666666666
2021-03,Salary,981657.0,1859801.0,1343625.6666666667
2021-03,SSalary,68947.0,,
2021-03,SAVINGS,23705.0,7787.0,
2021-03,Rnt,52037.2358,39425.0,45837.543000000005
2021-03,Utilitiees,1786.0,87.0,693.0
2021-03,Saving,12928.0,15662.0,9666.333333333334
2021-03,Utilities,53428.0,17104.0,34482.82183333333
2021-03,entertainment,34087.5625,21902.0,37761.854166666664
2021-03,Utilties,22792.0,6351.0,14830.189933333333
2021-03,Utlities,10106.0,29349.0,21945.333333333332
2021-03,eRnt,1048.0,357.0,486.3333333333333
2021-03,education,39447.0,20215.0,28893.666666666668
2021-03,food,72928.0,57238.0,63641.333333333336
2021-03,health,10041.0,19733.0,13134.0
2021-03,rent,68081.0,50118.0,55259.0
2021-03,savings,3206.0,8447.0,6800.0
2021-03,travel,63593.0,28916.0,37394.333333333336
2021-03,unknown,77242.0,38527.0,81636.33333333333
2021-03,utilities,19655.0,45592.0,33495.333333333336
2021-03,Retn,88.0,810.0,667.6666666666666
2021-03,Utility,42967.0,32715.0,30881.0
2021-03,Rent,255355.68406,324963.0,303637.89468666667
2021-03,Rentt,233778.0,237723.0,223592.66666666666
2021-03,Reent,89.0,822.0,843.0
2021-03,Rennt,227.0,27.0,142.0
2021-03,Bonnus,47298.0,90174.0,67357.66666666667
2021-03,Bonus,1103187.0,1311379.0,1277368.3333333333
2021-03,EDU,17492.0,39716.0,31361.333333333332
2021-03,Education,25022.0,14989.0,27892.0
2021-03,Educaton,15515.0,12171.0,10983.333333333334
2021-03,Entertain,41958.0,28866.2912,30606.09706666667
2021-03,Entertainment,40803.0,38685.0,41244.0
2021-03,FOOD,84025.999999999,53109.6557,66379.35479999967
2021-03,Fod,18385.131999999998,12734.0,25497.043999999998
2021-03,Food,72633.0,93706.3426,85971.23969999999
2021-03,Foodd,14606.0,20749.0,17194.333333333332
2021-03,Foods,23362.0,18945.0,29863.710433333337
2021-03,Foood,114.0,4957.0,2880.0
2021-03,Entrtnmnt,41271.8136,26174.0,29178.937866666663
2021-03,HEALTH,7316.0,10928.0,10238.333333333334
2021-03,Freelance,322641.0,611333.0,478208.6666666667
2021-03,RENT,38593.0,48928.0,47035.0
2021-03,Othres,603.0,2036.0,1454.6666666666667
2021-03,Others,298642.0,667912.0,458133.0
2021-03,Other,2876.0,5435.0,8099.333333333333
2021-03,Oter Income,53394.0,60371.0,58066.333333333336
2021-03,Other Income,577920.0,452497.0,710443.0
2021-03,Investment,162314.0,394126.0,323359.6666666667
2021-03,Helth,168.0,11648.0,5070.0
2021-03,Helath,16.0,622.0,
2021-03,Health,2995.0,15714.0,11474.666666666666
2021-03,Misc,4566.0,6786.0,
2021-04,Utilitiees,203.0,1786.0,692.0
2021-04,Travel,83445.0,78252.0,96473.33333333333
2021-04,Utiilties,40.0,642.0,270.0
2021-04,Trravel,281.0,531.0,286.0
2021-04,Travl,25560.0,35743.0,26369.333333333332
2021-04,Traval,24649.0,15596.0,25436.666666666668
2021-04,Salary,1323782.0,981657.0,1388413.3333333333
2021-04,TRAVEL,45051.7534,36629.0,33460.58446666667
2021-04,Savings,29084.0,9989.0,21742.333333333332
2021-04,Saving,8962.0,12928.0,12517.333333333334
2021-04,Salaryy,57779.0,62983.0,59970.333333333336
2021-04,SAVINGS,8293.0,23705.0,13261.666666666666
2021-04,Utilities,40276.0,53428.0,36936.0
2021-04,TTravel,196.0,122.0,940.0
2021-04,Utility,15132.0,42967.0,30271.333333333332
2021-04,unknown,8519.0,77242.0,41429.333333333336
2021-04,Utiltiies,239.0,851.0,2451.6666666666665
2021-04,Utlities,29835.336799999997,10106.0,23096.77893333333
2021-04,education,35557.0,39447.0,31739.666666666668
2021-04,entertainment,24692.0,34087.5625,26893.854166666668
2021-04,food,24302.0,72928.0,51489.333333333336
2021-04,health,20471.0,10041.0,16748.333333333332
2021-04,oFod,631.0,1534.0,843.0
2021-04,others,4606.7855,5549.0,4920.261833333333
2021-04,rent,34165.4409,68081.0,50788.14696666666
2021-04,savings,2841.0,3206.0,4831.333333333333
2021-04,thers,478.0,451.0,2795.6666666666665
2021-04,travel,26754.0,63593.0,39754.333333333336
2021-04,utilities,50199.0,19655.0,38482.0
2021-04,Rnt,117185.7596,52037.2358,69549.3318
2021-04,Utilties,50961.0,22792.0,26701.333333333332
2021-04,Rnet,393.0,218.0,581.3333333333334
2021-04,Bonus,1867039.0,1103187.0,1427201.6666666667
2021-04,Rent,211209.0,255355.68406,263842.56135333335
2021-04,BBonus,73402.0,77524.0,65046.666666666664
2021-04,Rentt,172119.42507,233778.0,214540.14169
2021-04,EDU,29726.0,17492.0,28978.0
2021-04,Education,27453.0,25022.0,22488.0
2021-04,Educaton,15555.0,15515.0,14413.666666666666
2021-04,Entertain,8261.0,41958.0,26361.763733333337
2021-04,Entertainment,42839.0,40803.0,40775.666666666664
2021-04,Entetainment,66.0,,
2021-04,Entrtnmnt,62672.0,41271.8136,43372.60453333333
2021-04,FOOD,18474.0,84025.999999999,51869.88523333301
2021-04,Fod,39107.0,18385.131999999998,23408.710666666666
2021-04,Fodo,1686.0,5652.0,2623.6666666666665
2021-04,Foo,583.0,209.0,327.0
2021-04,Food,82685.0,72633.0,83008.1142
2021-04,Bnus,55627.0,49738.0,
2021-04,Foods,16746.0,23362.0,19684.333333333332
2021-04,Foodd,28869.0,14606.0,21408.0
2021-04,Ren,188.0,595.0,492.3333333333333
2021-04,Others,294344.0,298642.0,420299.3333333333
2021-04,Other Incoome,47146.0,,
2021-04,Other Income,1485879.0,577920.0,838765.3333333334
2021-04,Other,16453.0,2876.0,8254.666666666666
2021-04,RENT,42378.0829,38593.0,43299.6943
2021-04,Investment,224221.0,162314.0,260220.33333333334
2021-04,Helth,5100.0,168.0,5638.666666666667
2021-04,Health,16649.0,2995.0,11786.0
2021-04,HEALTH,9737.0,7316.0,9327.0
2021-04,Freelance,468798.0,322641.0,467590.6666666667
2021-04,OTHERS,13151.0,7164.0,8793.0
2021-04,Foood,621.0,114.0,1897.3333333333333
2021-05,Utility,23592.0,15132.0,27230.333333333332
2021-05,Utilities,23035.0,40276.0,38913.0
2021-05,Travl,22222.9636,25560.0,27841.987866666666
2021-05,Travel,65451.0,83445.0,75716.0
2021-05,Traval,59636.0,24649.0,33293.666666666664
2021-05,Savings,16343.0,29084.0,18472.0
2021-05,Savvings,1425.0,609.0,
2021-05,Saving,8581.6528,8962.0,10157.2176
2021-05,Salary,1706937.0,1323782.0,1337458.6666666667
2021-05,Utilties,17479.0,50961.0,30410.666666666668
2021-05,Saary,84957.0,57357.0,77887.0
2021-05,TRAVEL,36002.0,45051.7534,39227.58446666667
2021-05,Utlities,21175.0,29835.336799999997,20372.112266666667
2021-05,others,14951.0,4606.7855,8368.9285
2021-05,education,25652.319,35557.0,33552.10633333334
2021-05,entertainment,48794.0,24692.0,35857.854166666664
2021-05,food,59696.4102,24302.0,52308.8034
2021-05,health,25780.0,20471.0,18764.0
2021-05,ood,170.0,2190.0,2642.0
2021-05,rTavel,182.0,791.0,795.3333333333334
2021-05,rent,61937.0,34165.4409,54727.81363333333
2021-05,savings,16023.0,2841.0,7356.666666666667
2021-05,travel,32581.0,26754.0,40976.0
2021-05,unknown,164104.0,8519.0,83288.33333333333
2021-05,utilities,59513.0,50199.0,43122.333333333336
2021-05,Rnt,56472.467300000004,117185.7596,75231.8209
2021-05,eRnt,705.0,1048.0,703.3333333333334
2021-05,Retn,46.0,88.0,314.6666666666667
2021-05,SAVINGS,15896.0,8293.0,15964.666666666666
2021-05,Rent,80831.0,211209.0,182465.22802
2021-05,Bonu,43961.0,45369.0,54282.333333333336
2021-05,Bonus,1367230.0,1867039.0,1445818.6666666667
2021-05,EDU,18881.0,29726.0,22033.0
2021-05,Education,36683.3527,27453.0,29719.4509
2021-05,Educaton,15208.0,15555.0,15426.0
2021-05,Entertain,36694.0,8261.0,28971.0
2021-05,Entertainemnt,2830.0,,
2021-05,Entrtnmnt,20785.0,62672.0,41576.271199999996
2021-05,FOOD,48870.0,18474.0,50456.66666666634
2021-05,Fod,84735.0,39107.0,47409.043999999994
2021-05,Food,92766.0,82685.0,82694.66666666667
2021-05,Foodd,15572.0,28869.0,19682.333333333332
2021-05,Foods,16469.0,16746.0,18859.0
2021-05,Entertainment,29188.0,42839.0,37610.0
2021-05,HEALTH,16819.0,9737.0,11290.666666666666
2021-05,Freelance,449874.0,468798.0,413771.0
2021-05,Rentt,362981.0,172119.42507,256292.80835666668
2021-05,RENT,61305.1426,42378.0829,47425.4085
2021-05,Othr Income,70496.0,75649.0,
2021-05,Others,490517.0,294344.0,361167.6666666667
2021-05,Other Income,727452.0,1485879.0,930417.0
2021-05,Rennt,331.0,227.0,195.0
2021-05,OTHERS,9157.0,13151.0,9824.0
2021-05,Misc,7299.0,4566.0,6217.0
2021-05,Investment,543834.0,224221.0,310123.0
2021-05,Helth,10836.0,5100.0,5368.0
2021-05,Health,20458.0,16649.0,13367.333333333334
2021-05,Other,3605.0,16453.0,7644.666666666667
2021-06,Utiliities,337.0,85.0,
2021-06,Trravel,1876.0,281.0,896.0
2021-06,Travle,292.0,768.0,2520.6666666666665
2021-06,Travl,43030.0,22222.9636,30270.987866666666
2021-06,Travel,66444.0,65451.0,71780.0
2021-06,Traval,33631.0,59636.0,39305.333333333336
2021-06,Salary,1206379.0,1706937.0,1412366.0
2021-06,Savings,9567.0,16343.0,18331.333333333332
2021-06,Saving,5377.0,8581.6528,7640.2176
2021-06,Saivngs,93.0,1027.0,
2021-06,SAVINGS,25311.0,15896.0,16500.0
2021-06,Rnt,57379.0,56472.467300000004,77012.40896666667
2021-06,TRAVEL,6663.8148,36002.0,29239.189400000003
2021-06,Utilities,47232.0,23035.0,36847.666666666664
2021-06,utilities,53292.0,59513.0,54334.666666666664
2021-06,Utilitise,2530.0,82.0,1628.3333333333333
2021-06,Utility,18564.3655,23592.0,19096.121833333335
2021-06,Utilties,48487.0,17479.0,38975.666666666664
2021-06,Utlities,44614.2907,21175.0,31874.875833333335
2021-06,education,11206.0,25652.319,24138.43966666667
2021-06,entertainment,57792.0,48794.0,43759.333333333336
2021-06,food,75400.0,59696.4102,53132.8034
2021-06,health,7174.0,25780.0,17808.333333333332
2021-06,rent,36549.0,61937.0,44217.14696666666
2021-06,savings,11201.0,16023.0,10021.666666666666
2021-06,travel,30521.0,32581.0,29952.0
2021-06,unknown,44742.824,164104.0,72455.27466666666
2021-06,Rentt,49295.0,362981.0,194798.47502333333
2021-06,Utilitiess,1138.0,25.0,569.6666666666666
2021-06,RENT,50466.0,61305.1426,51383.07516666667
2021-06,Rent,239721.0,80831.0,177253.66666666666
2021-06,Entertainment,30676.0,29188.0,34234.333333333336
2021-06,Othre Income,42658.0,,
2021-06,Bonu,51870.0,43961.0,47066.666666666664
2021-06,Bonus,1001062.0,1367230.0,1411777.0
2021-06,Boonus,61887.0,,
2021-06,EDU,20713.0,18881.0,23106.666666666668
2021-06,Education,54352.0,36683.3527,39496.11756666667
2021-06,Educaton,19746.0,15208.0,16836.333333333332
2021-06,Entertain,30351.0,36694.0,25102.0
2021-06,Entrtnmnt,31708.0,20785.0,38388.333333333336
2021-06,Etertainment,235.0,118.0,153.0
2021-06,FOOD,32133.0,48870.0,33159.0
2021-06,Fod,48188.3909,84735.0,57343.46363333333
2021-06,Food,123912.0,92766.0,99787.66666666667
2021-06,Foodd,29530.0,15572.0,24657.0
2021-06,Foo,260.0,583.0,350.6666666666667
2021-06,Foood,1830.0,621.0,855.0
2021-06,Othhers,818.0,422.0,710.6666666666666
2021-06,Others,358419.0,490517.0,381093.3333333333
2021-06,Other Income,924001.0,727452.0,1045777.3333333334
2021-06,Other Incom,69569.0,,
2021-06,Other,14370.0,3605.0,11476.0
2021-06,Foods,38308.117,16469.0,23841.039
2021-06,Misc,17056.0,7299.0,9640.333333333334
2021-06,Otehrs,1952.0,125.0,
2021-06,Helth,8529.0,10836.0,8155.0
2021-06,Health,27139.0,20458.0,21415.333333333332
2021-06,HEALTH,8419.0,16819.0,11658.333333333334
2021-06,Freelance,347005.0,449874.0,421892.3333333333
2021-06,Investment,417125.0,543834.0,395060.0
2021-07,Travl,55567.0,43030.0,40273.3212
2021-07,Traval,29154.5033,33631.0,40807.167766666666
2021-07,Travell,150.0,264.0,212.33333333333334
2021-07,Travel,25750.5585,66444.0,52548.519499999995
2021-07,Trave,630.0,837.0,579.3333333333334
2021-07,Trael,258.0,216.0,
2021-07,Saalry,64778.0,,
2021-07,TRAVEL,37583.637,6663.8148,26749.81726666667
2021-07,Savings,11904.0,9567.0,12604.666666666666
2021-07,Saving,18339.0,5377.0,10765.884266666666
2021-07,Salay,69043.0,,
2021-07,Salary,1295472.39567,1206379.0,1402929.4652233336
2021-07,Utilitie,68.0,48.0,583.6666666666666
2021-07,Tavel,411.0,271.0,231.33333333333334
2021-07,Utilities,47496.0,47232.0,39254.333333333336
2021-07,unknown,33188.0,44742.824,80678.27466666666
2021-07,Utilties,23906.0,48487.0,29957.333333333332
2021-07,Utiltiies,361.0,239.0,483.6666666666667
2021-07,Utlities,33276.0,44614.2907,33021.76356666667
2021-07,Uttilities,89.0,,
2021-07,education,22563.887000000002,11206.0,19807.402000000002
2021-07,ent,150.0,503.0,635.3333333333334
2021-07,entertainment,30496.0,57792.0,45694.0
2021-07,food,81199.5756,75400.0,72098.66193333334
2021-07,health,13076.0,7174.0,15343.333333333334
2021-07,rent,43723.904200000004,36549.0,47403.3014
2021-07,savings,5515.0,11201.0,10913.0
2021-07,travel,34543.0,30521.0,32548.333333333332
2021-07,utilities,25212.0,53292.0,46005.666666666664
2021-07,Utility,42029.0,18564.3655,28061.7885
2021-07,SAVINGS,13215.0,25311.0,18140.666666666668
2021-07,Boonus,64702.0,61887.0,
2021-07,Rnet,307.0,393.0,306.0
2021-07,Rnt,22116.0,57379.0,45322.489100000006
2021-07,Bonus,1349809.59053,1001062.0,1239367.1968433333
2021-07,EDU,17721.0,20713.0,19105.0
2021-07,Education,11012.0,54352.0,34015.78423333333
2021-07,Educaton,17880.0,19746.0,17611.333333333332
2021-07,Entertain,16291.0,30351.0,27778.666666666668
2021-07,Entertainment,71841.0,30676.0,43901.666666666664
2021-07,Entertainmentt,3078.0,,
2021-07,Entertaniment,205.0,1495.0,684.3333333333334
2021-07,Entertanment,742.0,65.0,1161.6666666666667
2021-07,Entrtnmnt,28774.0,31708.0,27089.0
2021-07,FOOD,54736.0,32133.0,45246.333333333336
2021-07,Fod,49106.0,48188.3909,60676.46363333333
2021-07,Foo,755.0,260.0,532.6666666666666
2021-07,Entertainnment,798.0,,
2021-07,Foodd,30409.0,29530.0,25170.333333333332
2021-07,Food,89410.0,123912.0,102029.33333333333
2021-07,Rentt,113681.0,49295.0,175319.0
2021-07,Rent,291350.0,239721.0,203967.33333333334
2021-07,RENT,38564.5814,50466.0,50111.907999999996
2021-07,Others,129324.0,358419.0,326086.6666666667
2021-07,Other Income,779596.0,924001.0,810349.6666666666
2021-07,Other,8170.0,14370.0,8715.0
2021-07,Ret,538.0,210.0,287.0
2021-07,Helth,6847.0,8529.0,8737.333333333334
2021-07,Health,21195.0,27139.0,22930.666666666668
2021-07,HEALTH,13418.0,8419.0,12885.333333333334
2021-07,Freelance,274703.0,347005.0,357194.0
2021-07,Foods,21515.3306,38308.117,25430.815866666668
2021-07,Investment,281847.0,417125.0,414268.6666666667
2021-08,Traval,35475.0,29154.5033,32753.501099999998
2021-08,TTravel,446.0,196.0,254.66666666666666
2021-08,TRAVEL,74546.0,37583.637,39597.81726666667
2021-08,Savings,14175.0,11904.0,11882.0
2021-08,Saving,7287.0,18339.0,10334.333333333334
2021-08,Salary,1121652.0,1295472.39567,1207834.4652233333
2021-08,Rent,388202.9138,291350.0,306424.63793333335
2021-08,Rnt,52117.0,22116.0,43870.666666666664
2021-08,Rentt,253637.14575999998,113681.0,138871.04858666667
2021-08,Ren,457.0,188.0,413.3333333333333
2021-08,Reent,231.0,89.0,380.6666666666667
2021-08,RENT,76471.0,38564.5814,55167.1938
2021-08,SAVINGS,25223.0,13215.0,21249.666666666668
2021-08,Travel,49946.0,25750.5585,47380.18616666666
2021-08,Othre Income,73884.0,42658.0,
2021-08,Utilities,48198.0,47496.0,47642.0
2021-08,Utility,32426.0,42029.0,31006.455166666667
2021-08,Utilties,37061.0,23906.0,36484.666666666664
